,Id,category,identifier
71,71,Ligand,MAPK14
72,72,Ligand,TIA1
73,73,Ligand,HNRNPD
74,74,Ligand,HNRNPA0
75,75,Ligand,JAK2
76,76,Ligand,ESPN
77,77,Ligand,GJB6
78,78,Ligand,GJB2
79,79,Ligand,PARN
80,80,Ligand,TIAL1
81,81,Ligand,ZIC1
82,82,Ligand,HES5
83,83,Ligand,ATOH1
84,84,Ligand,ZFP36
85,85,Ligand,CREB1
86,86,Ligand,NOTCH1
87,87,Ligand,SIX1
88,88,Ligand,MYO7A
89,89,Ligand,PCDH15
90,90,Ligand,GABPA
91,91,Ligand,MAPK3
92,92,Ligand,MAPK1
93,93,Ligand,TUB
94,94,Ligand,MIR17HG
95,95,Ligand,PROX1
96,96,Ligand,GFI1
97,97,Ligand,KEAP1
98,98,Ligand,GATA3
99,99,Ligand,IGF2BP1
100,100,Ligand,PAX3
101,101,Ligand,DACH2
102,102,Ligand,FOXI1
103,103,Ligand,FGF3
104,104,Ligand,AKT1
105,105,Ligand,CHUK
106,106,Ligand,NFKB1
107,107,Ligand,PIK3R1
108,108,Ligand,CDK1
109,109,Ligand,CDKN1A
110,110,Ligand,TP53
111,111,Ligand,ATF3
112,112,Ligand,ATM
113,113,Ligand,TERF2
114,114,Ligand,MDM2
115,115,Ligand,ATR
116,116,Ligand,E2F1
117,117,Ligand,CDCA4
118,118,Ligand,KLF2
119,119,Ligand,IGF1R
120,120,Ligand,MMP14
121,121,Ligand,ABL1
122,122,Ligand,PRKDC
123,123,Ligand,MYCN
124,124,Ligand,BMAL1
125,125,Ligand,CRY2
126,126,Ligand,CRY1
127,127,Ligand,NPAS2
128,128,Ligand,ATAD2
129,129,Ligand,USP28
130,130,Ligand,PRKN
131,131,Ligand,PCNA
132,132,Ligand,USP7
133,133,Ligand,RELA
134,134,Ligand,RBL1
135,135,Ligand,E2F4
136,136,Ligand,RBL2
137,137,Ligand,MDC1
138,138,Ligand,DCLRE1C
139,139,Ligand,ATXN2
140,140,Ligand,BACE2
141,141,Ligand,APP
142,142,Ligand,BACE1
143,143,Ligand,TP53BP1
144,144,Ligand,ADAM17
145,145,Ligand,ADAM10
146,146,Ligand,ADAM9
147,147,Ligand,PTEN
148,148,Ligand,PREX2
149,149,Ligand,PARK7
150,150,Ligand,PTPRD
151,151,Ligand,PINK1
152,152,Ligand,PRKCA
153,153,Ligand,RAF1
154,154,Ligand,PEBP1
155,155,Ligand,PIN1
156,156,Ligand,CDK2
157,157,Ligand,HBP1
158,158,Ligand,RPL11
159,159,Ligand,TRRAP
160,160,Ligand,MYC
161,161,Ligand,FBXW7
162,162,Ligand,PTPN12
163,163,Ligand,PDPK1
164,164,Ligand,PAK1
165,165,Ligand,PAK2
166,166,Ligand,PTK2
167,167,Ligand,MAPK8
168,168,Ligand,MAP2K4
169,169,Ligand,MAP3K7
170,170,Ligand,RAC1
171,171,Ligand,PIK3R2
172,172,Ligand,ATG13
173,173,Ligand,ULK1
174,174,Ligand,RB1CC1
175,175,Ligand,MTOR
176,176,Ligand,UVRAG
177,177,Ligand,SH3GLB1
178,178,Ligand,BECN1
179,179,Ligand,TIAM1
180,180,Ligand,HRAS
181,181,Ligand,ATG10
182,182,Ligand,RPTOR
183,183,Ligand,DAPK1
184,184,Ligand,MLST8
185,185,Ligand,ULK2
186,186,Ligand,BCL2L1
187,187,Ligand,AKT1S1
188,188,Ligand,MCL1
189,189,Ligand,ATG7
190,190,Ligand,PLCE1
191,191,Ligand,MAPKAPK5
192,192,Ligand,ATG5
193,193,Ligand,BNIP3
194,194,Ligand,SPNS1
195,195,Ligand,ATG4B
196,196,Ligand,CAPN1
197,197,Ligand,CAPN2
198,198,Ligand,BCL2
199,199,Ligand,CASP2
200,200,Ligand,CASP6
201,201,Ligand,RIPK1
202,202,Ligand,CASP10
203,203,Ligand,TOPBP1
204,204,Ligand,E2F2
205,205,Ligand,SGK1
206,206,Ligand,POU4F3
207,207,Ligand,SOX2
208,208,Ligand,ADGRV1
209,209,Ligand,ID3
210,210,Ligand,ID2
211,211,Ligand,ID1
212,212,Ligand,KCNE1
213,213,Ligand,TIRAP
214,214,Ligand,OTUB2
215,215,Ligand,PDK1
216,216,Ligand,OTUD5
217,217,Ligand,OTUB1
218,218,Ligand,JAG1
219,219,Ligand,RASSF1
220,220,Ligand,E2F3
221,221,Ligand,WNT1
222,222,Ligand,RALA
223,223,Ligand,RALB
224,224,Ligand,RALGDS
225,225,Ligand,RALBP1
226,226,Ligand,KIT
227,227,Ligand,EYA1
228,228,Ligand,PRKACG
229,229,Ligand,IKBKE
230,230,Ligand,ERBB2
231,231,Ligand,AKT2
232,232,Ligand,KRAS
233,233,Ligand,VDR
234,234,Ligand,PRKCG
235,235,Ligand,SIRT6
236,236,Ligand,USP1
237,237,Ligand,RHOA
238,238,Ligand,PLD1
239,239,Ligand,MAPK7
240,240,Ligand,FLT3
241,241,Ligand,PLA2G6
242,242,Ligand,SFRP2
243,243,Ligand,SFRP1
244,244,Ligand,PAX6
245,245,Ligand,PKNOX1
246,246,Ligand,CTTN
247,247,Ligand,BIRC2
248,248,Ligand,BBC3
249,249,Ligand,CASP9
250,250,Ligand,BIRC6
251,251,Ligand,BCL2L11
252,252,Ligand,RHEB
253,253,Ligand,TSC2
254,254,Ligand,TSC1
255,255,Ligand,WASL
256,256,Ligand,CDC42
257,257,Ligand,GRB2
258,258,Ligand,MET
259,259,Ligand,PMAIP1
260,260,Ligand,RET
261,261,Ligand,ATG12
262,262,Ligand,MAP1LC3B
263,263,Ligand,ATG3
264,264,Ligand,CAMKK2
265,265,Ligand,NKX3-1
266,266,Ligand,AR
267,267,Ligand,FOXO1
268,268,Ligand,STK3
269,269,Ligand,E2F6
270,270,Ligand,BCL2L2
271,271,Ligand,DYNLL1
272,272,Ligand,CFLAR
273,273,Ligand,CASP7
274,274,Ligand,CASP8
275,275,Ligand,PPP1CA
276,276,Ligand,CDKN2A
277,277,Ligand,SMAD2
278,278,Ligand,UNC5B
279,279,Ligand,ATG101
280,280,Ligand,PRKCI
281,281,Ligand,MIB1
282,282,Ligand,MIR22HG
283,283,Ligand,HRK
284,284,Ligand,FKBP8
285,285,Ligand,PRKCZ
286,286,Ligand,PIDD1
287,287,Ligand,RPS6KA3
288,288,Ligand,FAS
289,289,Ligand,RPS6KA1
290,290,Ligand,CASP8AP2
291,291,Ligand,MAP2K1
292,292,Ligand,DAPK3
293,293,Ligand,PTPRF
294,294,Ligand,HSP90AA1
295,295,Ligand,NEO1
296,296,Ligand,RRAS
297,297,Ligand,CTNNB1
298,298,Ligand,ROCK1
299,299,Ligand,PPP1R14A
300,300,Ligand,SMAD4
301,301,Ligand,SMAD3
302,302,Ligand,MAP3K4
303,303,Ligand,STAT3
304,304,Ligand,SP1
305,305,Ligand,ELAVL1
306,306,Ligand,CHEK2
307,307,Ligand,CHEK1
308,308,Ligand,PUF60
309,309,Ligand,CDK7
310,310,Ligand,FUBP1
311,311,Ligand,FBXL17
312,312,Ligand,MECP2
313,313,Ligand,PAIP2
314,314,Ligand,BTG2
315,315,Ligand,BTG3
316,316,Ligand,UBE2T
317,317,Ligand,FANCL
318,318,Ligand,SUMO2
319,319,Ligand,SUMO1
320,320,Ligand,STAT1
321,321,Ligand,NFE2L2
322,322,Ligand,RBBP8
323,323,Ligand,MAP3K8
324,324,Ligand,IKBKB
325,325,Ligand,RICTOR
326,326,Ligand,EIF4EBP2
327,327,Ligand,EIF4EBP1
328,328,Ligand,EIF4EBP3
329,329,Ligand,BCL10
330,330,Ligand,MAP3K14
331,331,Ligand,TNFAIP3
332,332,Ligand,TNIP1
333,333,Ligand,CCNA2
334,334,Ligand,CDC25C
335,335,Ligand,KSR2
336,336,Ligand,HIPK2
337,337,Ligand,DACT2
338,338,Ligand,CASP1
339,339,Ligand,GTF2I
340,340,Ligand,KLKB1
341,341,Ligand,TNFRSF10C
342,342,Ligand,STK11
343,343,Ligand,TNFRSF10A
344,344,Ligand,KAT8
345,345,Ligand,TNFRSF10B
346,346,Ligand,NMI
347,347,Ligand,KRT18
348,348,Ligand,TRAF2
349,349,Ligand,RIPK3
350,350,Ligand,XPC
351,351,Ligand,NLRP1
352,352,Ligand,PYCARD
353,353,Ligand,CARD18
354,354,Ligand,ISG15
355,355,Ligand,CARD16
356,356,Ligand,JAK1
357,357,Ligand,IRS1
358,358,Ligand,INSR
359,359,Ligand,ATF2
360,360,Ligand,MAVS
361,361,Ligand,IFIH1
362,362,Ligand,TP73
363,363,Ligand,NOD2
364,364,Ligand,ANO9
365,365,Ligand,EIF2AK2
366,366,Ligand,TICAM1
367,367,Ligand,TBK1
368,368,Ligand,RSF1
369,369,Ligand,IRF3
370,370,Ligand,IRF7
371,371,Ligand,CLSPN
372,372,Ligand,MAP1B
373,373,Ligand,ZDHHC9
374,374,Ligand,KLF6
375,375,Ligand,IGF2R
376,376,Ligand,TAL1
377,377,Ligand,SMG1
378,378,Ligand,LRRK2
379,379,Ligand,TLR4
380,380,Ligand,TICAM2
381,381,Ligand,TRAF6
382,382,Ligand,RCAN1
383,383,Ligand,PPP3CA
384,384,Ligand,TLR3
385,385,Ligand,MYD88
386,386,Ligand,IRAK4
387,387,Ligand,GSK3B
388,388,Ligand,ATG14
389,389,Ligand,SIRT2
390,390,Ligand,RUBCN
391,391,Ligand,CARD8
392,392,Ligand,SERPINB9
393,393,Ligand,RPS6KB1
394,394,Ligand,RPS6
395,395,Ligand,GAPDH
396,396,Ligand,SFPQ
397,397,Ligand,NONO
398,398,Ligand,APLF
399,399,Ligand,JUN
400,400,Ligand,RAD51
401,401,Ligand,NOS1
402,402,Ligand,PPP1R3A
403,403,Ligand,AXIN1
404,404,Ligand,CSNK1A1
405,405,Ligand,E2F7
406,406,Ligand,CRTC2
407,407,Ligand,LRP6
408,408,Ligand,GNAQ
409,409,Ligand,PLK1
410,410,Ligand,HMGA2
411,411,Ligand,HMGA1
412,412,Ligand,LEF1
413,413,Ligand,PLAGL1
414,414,Ligand,PPARG
415,415,Ligand,YWHAQ
416,416,Ligand,DDB2
417,417,Ligand,DDX17
418,418,Ligand,SNCB
419,419,Ligand,NR2F2
420,420,Ligand,PML
421,421,Ligand,PLK3
422,422,Ligand,COP1
423,423,Ligand,TP63
424,424,Ligand,CCNB1
425,425,Ligand,CCND1
426,426,Ligand,ETS1
427,427,Ligand,IKBKG
428,428,Ligand,TAF1
429,429,Ligand,KAT7
430,430,Ligand,NCOA1
431,431,Ligand,DYRK2
432,432,Ligand,GDE1
433,433,Ligand,RUNX1
434,434,Ligand,NCOA3
435,435,Ligand,TLR5
436,436,Ligand,RIPK2
437,437,Ligand,NCOA2
438,438,Ligand,KDM4A
439,439,Ligand,HIF1A
440,440,Ligand,CSNK2B
441,441,Ligand,APIP
442,442,Ligand,ESCO1
443,443,Ligand,ABL2
444,444,Ligand,CAPNS1
445,445,Ligand,XRCC5
446,446,Ligand,PIK3R4
447,447,Ligand,BID
448,448,Ligand,XIAP
449,449,Ligand,DIABLO
450,450,Ligand,PRMT6
451,451,Ligand,WEE1
452,452,Ligand,KMT5B
453,453,Ligand,PPM1A
454,454,Ligand,BRD4
455,455,Ligand,CDK9
456,456,Ligand,MBD1
457,457,Ligand,HIC1
458,458,Ligand,SMARCA4
459,459,Ligand,SOCS3
460,460,Ligand,MAP2K2
461,461,Ligand,PPP5C
462,462,Ligand,MAPK8IP1
463,463,Ligand,RFWD3
464,464,Ligand,CASP5
465,465,Ligand,TBC1D4
466,466,Ligand,PPM1D
467,467,Ligand,PARP1
468,468,Ligand,SMYD2
469,469,Ligand,SETD1A
470,470,Ligand,GSK3A
471,471,Ligand,KMT5A
472,472,Ligand,BIRC3
473,473,Ligand,FADD
474,474,Ligand,ATG4D
475,475,Ligand,BIRC5
476,476,Ligand,EGR1
477,477,Ligand,HTRA2
478,478,Ligand,BNIP3L
479,479,Ligand,ATG4A
480,480,Ligand,H2AX
481,481,Ligand,GORASP1
482,482,Ligand,EGFR
483,483,Ligand,TAB2
484,484,Ligand,TAB1
485,485,Ligand,WDFY3
486,486,Ligand,MAP3K5
487,487,Ligand,DAXX
488,488,Ligand,SQSTM1
489,489,Ligand,VMP1
490,490,Ligand,AMBRA1
491,491,Ligand,PDGFRB
492,492,Ligand,RAB7A
493,493,Ligand,DAP3
494,494,Ligand,SUPT20H
495,495,Ligand,EIF4G2
496,496,Ligand,RAB33B
497,497,Ligand,BAK1
498,498,Ligand,LMNA
499,499,Ligand,CISD2
500,500,Ligand,BAD
501,501,Ligand,BCL6
502,502,Ligand,CRADD
503,503,Ligand,TRADD
504,504,Ligand,HMGB1
505,505,Ligand,FBXO5
506,506,Ligand,EVI5
507,507,Ligand,BTRC
508,508,Ligand,UBE2M
509,509,Ligand,RBX1
510,510,Ligand,ZBTB17
511,511,Ligand,EGLN1
512,512,Ligand,EGLN3
513,513,Ligand,EGLN2
514,514,Ligand,VHL
515,515,Ligand,RUNX3
516,516,Ligand,MYB
517,517,Ligand,BRCA1
518,518,Ligand,PALB2
519,519,Ligand,EP300
520,520,Ligand,CREBBP
521,521,Ligand,PAXIP1
522,522,Ligand,NLK
523,523,Ligand,PER1
524,524,Ligand,TIMELESS
525,525,Ligand,SSBP1
526,526,Ligand,SIRT1
527,527,Ligand,RORA
528,528,Ligand,RORB
529,529,Ligand,RORC
530,530,Ligand,NR1D1
531,531,Ligand,PER2
532,532,Ligand,NR1D2
533,533,Ligand,PER3
534,534,Ligand,CAND1
535,535,Ligand,GLRX
536,536,Ligand,POU3F2
537,537,Ligand,PNPLA8
538,538,Ligand,NR5A1
539,539,Ligand,FKBP4
540,540,Ligand,USP15
541,541,Ligand,COPS5
542,542,Ligand,NKRF
543,543,Ligand,TWIST1
544,544,Ligand,LRP5
545,545,Ligand,FRAT1
546,546,Ligand,FRAT2
547,547,Ligand,PRICKLE1
548,548,Ligand,F2
549,549,Ligand,CSNK2A1
550,550,Ligand,MSH2
551,551,Ligand,REL
552,552,Ligand,CCDC88C
553,553,Ligand,PARP2
554,554,Ligand,IL10
555,555,Ligand,KAT5
556,556,Ligand,MTNR1A
557,557,Ligand,MYCBP
558,558,Ligand,GNAI2
559,559,Ligand,CDK11A
560,560,Ligand,CDK11B
561,561,Ligand,KAT2B
562,562,Ligand,SMARCB1
563,563,Ligand,RB1
564,564,Ligand,HDAC3
565,565,Ligand,TRIM28
566,566,Ligand,PTTG1
567,567,Ligand,NSMCE2
568,568,Ligand,CDC73
569,569,Ligand,CD28
570,570,Ligand,CD86
571,571,Ligand,FPR2
572,572,Ligand,AURKA
573,573,Ligand,HDAC6
574,574,Ligand,TRIM8
575,575,Ligand,RECQL5
576,576,Ligand,MARCHF5
577,577,Ligand,ZBTB4
578,578,Ligand,DDX5
579,579,Ligand,DTX3L
580,580,Ligand,NFKBIZ
581,581,Ligand,SP3
582,582,Ligand,ATF1
583,583,Ligand,PKMYT1
584,584,Ligand,LTBR
585,585,Ligand,BCL3
586,586,Ligand,FOXO3
587,587,Ligand,CD40
588,588,Ligand,ERBB3
589,589,Ligand,GRB7
590,590,Ligand,SKP2
591,591,Ligand,NR1I2
592,592,Ligand,NOLC1
593,593,Ligand,PIK3C3
594,594,Ligand,BAX
595,595,Ligand,PRMT5
596,596,Ligand,APC2
597,597,Ligand,CDH1
598,598,Ligand,MTA1
599,599,Ligand,SIX3
600,600,Ligand,SIAH1
601,601,Ligand,HDAC2
602,602,Ligand,ESR1
603,603,Ligand,CTBP1
604,604,Ligand,HSPB1
605,605,Ligand,CTNND1
606,606,Ligand,CSNK1E
607,607,Ligand,SENP2
608,608,Ligand,PRKD1
609,609,Ligand,SMURF2
610,610,Ligand,SMURF1
611,611,Ligand,RANBP2
612,612,Ligand,DIXDC1
613,613,Ligand,SETD7
614,614,Ligand,DFFA
615,615,Ligand,DFFB
616,616,Ligand,RCOR1
617,617,Ligand,NKIRAS1
618,618,Ligand,BACH1
619,619,Ligand,NKIRAS2
620,620,Ligand,DDIT3
621,621,Ligand,CEBPB
622,622,Ligand,ACAA2
623,623,Ligand,BMI1
624,624,Ligand,ING1
625,625,Ligand,KDM3A
626,626,Ligand,RPS6KA4
627,627,Ligand,USP17L2
628,628,Ligand,JAK3
629,629,Ligand,NEK11
630,630,Ligand,IL3RA
631,631,Ligand,STAT6
632,632,Ligand,PIAS4
633,633,Ligand,BTK
634,634,Ligand,KMT5C
635,635,Ligand,EIF2S1
636,636,Ligand,EIF2AK4
637,637,Ligand,RIGI
638,638,Ligand,EIF2AK1
639,639,Ligand,MKNK2
640,640,Ligand,MKNK1
641,641,Ligand,HSPA5
642,642,Ligand,EIF2AK3
643,643,Ligand,MAP2K6
644,644,Ligand,CDK5RAP3
645,645,Ligand,FAIM2
646,646,Ligand,ERN1
647,647,Ligand,HAVCR1
648,648,Ligand,TIMD4
649,649,Ligand,IL5RA
650,650,Ligand,FOS
651,651,Ligand,SENP3
652,652,Ligand,GNB2
653,653,Ligand,NET1
654,654,Ligand,DVL1
655,655,Ligand,DAAM1
656,656,Ligand,ARHGEF18
657,657,Ligand,ERG
658,658,Ligand,GRHL3
659,659,Ligand,ARHGEF19
660,660,Ligand,GNAO1
661,661,Ligand,INVS
662,662,Ligand,BAG2
663,663,Ligand,SCYL2
664,664,Ligand,CXXC5
665,665,Ligand,CXXC4
666,666,Ligand,KLHL12
667,667,Ligand,SDC4
668,668,Ligand,ANKRD6
669,669,Ligand,CSNK1D
670,670,Ligand,ARRB1
671,671,Ligand,IRF1
672,672,Ligand,EHMT2
673,673,Ligand,JARID2
674,674,Ligand,EHMT1
675,675,Ligand,KDM6A
676,676,Ligand,HDAC1
677,677,Ligand,MEN1
678,678,Ligand,KMT2A
679,679,Ligand,GZMA
680,680,Ligand,SET
681,681,Ligand,GZMB
682,682,Ligand,PAF1
683,683,Ligand,TLE5
684,684,Ligand,HELLS
685,685,Ligand,PRKCD
686,686,Ligand,CYLD
687,687,Ligand,CAPN3
688,688,Ligand,HOXA10
689,689,Ligand,PRKCB
690,690,Ligand,TEC
691,691,Ligand,FYN
692,692,Ligand,HIPK3
693,693,Ligand,AVEN
694,694,Ligand,MAPK11
695,695,Ligand,PPARA
696,696,Ligand,SLC2A4RG
697,697,Ligand,CD247
698,698,Ligand,ACP1
699,699,Ligand,ZAP70
700,700,Ligand,PTPRJ
701,701,Ligand,UBE2D3
702,702,Ligand,FBXW11
703,703,Ligand,PTPN3
704,704,Ligand,DUSP22
705,705,Ligand,ITCH
706,706,Ligand,UBE2D2
707,707,Ligand,CDC34
708,708,Ligand,MAP3K3
709,709,Ligand,APEX1
710,710,Ligand,TXN
711,711,Ligand,PRMT1
712,712,Ligand,MAP3K1
713,713,Ligand,MAP3K2
714,714,Ligand,RPS6KA5
715,715,Ligand,BLM
716,716,Ligand,FANCD2
717,717,Ligand,AZI2
718,718,Ligand,FAAP24
719,719,Ligand,WAPL
720,720,Ligand,SOS1
721,721,Ligand,FANCC
722,722,Ligand,HMGN1
723,723,Ligand,FANCI
724,724,Ligand,ADRM1
725,725,Ligand,ERCC6
726,726,Ligand,MAT1A
727,727,Ligand,NEDD8
728,728,Ligand,ACTL6A
729,729,Ligand,UBE2I
730,730,Ligand,SENP1
731,731,Ligand,HDAC10
732,732,Ligand,SUMO3
733,733,Ligand,ZNF350
734,734,Ligand,EP400
735,735,Ligand,TDG
736,736,Ligand,LHX4
737,737,Ligand,CHD8
738,738,Ligand,PAX8
739,739,Ligand,LHX3
740,740,Ligand,FOXP1
741,741,Ligand,ZBTB16
742,742,Ligand,ZIC2
743,743,Ligand,FBXO31
744,744,Ligand,CBL
745,745,Ligand,SYK
746,746,Ligand,CBLB
747,747,Ligand,ATRIP
748,748,Ligand,PPP3CB
749,749,Ligand,DYRK1A
750,750,Ligand,MFNG
751,751,Ligand,NCOR2
752,752,Ligand,NCOR1
753,753,Ligand,FURIN
754,754,Ligand,PPP2CA
755,755,Ligand,MAML1
756,756,Ligand,PGR
757,757,Ligand,PLCG1
758,758,Ligand,NR1I3
759,759,Ligand,SOX4
760,760,Ligand,SOX17
761,761,Ligand,FOXG1
762,762,Ligand,PRKCQ
763,763,Ligand,PTK2B
764,764,Ligand,PAK6
765,765,Ligand,CDK6
766,766,Ligand,HINFP
767,767,Ligand,RECQL4
768,768,Ligand,NPAT
769,769,Ligand,TIPIN
770,770,Ligand,DTX1
771,771,Ligand,MLH1
772,772,Ligand,PMS2
773,773,Ligand,APC
774,774,Ligand,CIT
775,775,Ligand,LIMK1
776,776,Ligand,CDC42BPA
777,777,Ligand,CFL1
778,778,Ligand,LIMK2
779,779,Ligand,DCLRE1B
780,780,Ligand,NEK2
781,781,Ligand,HSPA1A
782,782,Ligand,MED14
783,783,Ligand,KPNA2
784,784,Ligand,CDC14B
785,785,Ligand,IRAK1
786,786,Ligand,TLR2
787,787,Ligand,HNRNPK
788,788,Ligand,PKN2
789,789,Ligand,BIRC7
790,790,Ligand,TLR10
791,791,Ligand,TLR8
792,792,Ligand,YY1
793,793,Ligand,MPG
794,794,Ligand,HSF1
795,795,Ligand,PARG
796,796,Ligand,DLC1
797,797,Ligand,CCNA1
798,798,Ligand,HIF1AN
799,799,Ligand,UBE4B
800,800,Ligand,KDM1A
801,801,Ligand,DTL
802,802,Ligand,PPP1R13L
803,803,Ligand,PLAC8
804,804,Ligand,FOXM1
805,805,Ligand,NF1
806,806,Ligand,PCBP2
807,807,Ligand,RNF135
808,808,Ligand,GRK2
809,809,Ligand,HTT
810,810,Ligand,UIMC1
811,811,Ligand,SUFU
812,812,Ligand,MTA2
813,813,Ligand,TOP1
814,814,Ligand,TELO2
815,815,Ligand,GADD45A
816,816,Ligand,CDC25A
817,817,Ligand,ZNF420
818,818,Ligand,MAP4K1
819,819,Ligand,PTPRH
820,820,Ligand,SHC1
821,821,Ligand,VAV1
822,822,Ligand,MAD2L1
823,823,Ligand,ITK
824,824,Ligand,BUB1B
825,825,Ligand,DUSP3
826,826,Ligand,TLR9
827,827,Ligand,TLR7
828,828,Ligand,IRAK3
829,829,Ligand,MCM10
830,830,Ligand,FBXW8
831,831,Ligand,KDM7A
832,832,Ligand,CAMK2A
833,833,Ligand,RNF111
834,834,Ligand,SMAD7
835,835,Ligand,BUB1
836,836,Ligand,KIF4A
837,837,Ligand,TTK
838,838,Ligand,KAT2A
839,839,Ligand,GADD45GIP1
840,840,Ligand,TOLLIP
841,841,Ligand,TGFBR1
842,842,Ligand,NR4A1
843,843,Ligand,GMNN
844,844,Ligand,MAP2K5
845,845,Ligand,STUB1
846,846,Ligand,ING2
847,847,Ligand,ASF1A
848,848,Ligand,MDM4
849,849,Ligand,CCNH
850,850,Ligand,MCPH1
851,851,Ligand,GTSE1
852,852,Ligand,CKS2
853,853,Ligand,CLK2
854,854,Ligand,GFI1B
855,855,Ligand,CENPA
856,856,Ligand,AURKB
857,857,Ligand,BTF3
858,858,Ligand,CDC25B
859,859,Ligand,BRIP1
860,860,Ligand,FANCM
861,861,Ligand,CENPX
862,862,Ligand,ERCC8
863,863,Ligand,MAD2L2
864,864,Ligand,HLTF
865,865,Ligand,SHPRH
866,866,Ligand,ASF1B
867,867,Ligand,TGFBR2
868,868,Ligand,EIF3I
869,869,Ligand,CSNK1G2
870,870,Ligand,PPP2R2A
871,871,Ligand,NEDD4L
872,872,Ligand,FRS2
873,873,Ligand,TNK2
874,874,Ligand,KSR1
875,875,Ligand,KHDRBS1
876,876,Ligand,PTK6
877,877,Ligand,UCHL5
878,878,Ligand,PIAS1
879,879,Ligand,PIAS2
880,880,Ligand,PTPN5
881,881,Ligand,VAV2
882,882,Ligand,EPS15
883,883,Ligand,BCAR1
884,884,Ligand,CEACAM1
885,885,Ligand,ECT2
886,886,Ligand,RACGAP1
887,887,Ligand,DIAPH3
888,888,Ligand,TPX2
889,889,Ligand,PXN
890,890,Ligand,PTPN11
891,891,Ligand,CD79B
892,892,Ligand,PPP3R1
893,893,Ligand,GAB2
894,894,Ligand,CD19
895,895,Ligand,PTPN6
896,896,Ligand,NFKBIA
897,897,Ligand,MSL2
898,898,Ligand,WSB1
899,899,Ligand,SIAH2
900,900,Ligand,YAP1
901,901,Ligand,BLNK
902,902,Ligand,STAP1
903,903,Ligand,CDK4
904,904,Ligand,RAD17
905,905,Ligand,CDC20
906,906,Ligand,TP53AIP1
907,907,Ligand,BORA
908,908,Ligand,INCENP
909,909,Ligand,PTPN2
910,910,Ligand,NANOS1
911,911,Ligand,DUSP1
912,912,Ligand,MAPK9
913,913,Ligand,RPS19BP1
914,914,Ligand,NOL3
915,915,Ligand,FES
916,916,Ligand,CTNNBIP1
917,917,Ligand,STAM
918,918,Ligand,MYBL2
919,919,Ligand,IL2RB
920,920,Ligand,STAT5A
921,921,Ligand,IL2RG
922,922,Ligand,STAM2
923,923,Ligand,SPHK2
924,924,Ligand,RNF168
925,925,Ligand,HDAC4
926,926,Ligand,AKAP8
927,927,Ligand,CDKN2D
928,928,Ligand,PSMC3
929,929,Ligand,CDKN2C
930,930,Ligand,PSME3
931,931,Ligand,NBN
932,932,Ligand,KLK3
933,933,Ligand,RAD9A
934,934,Ligand,PADI4
935,935,Ligand,LMO4
936,936,Ligand,CTSL
937,937,Ligand,CTSH
938,938,Ligand,CTSK
939,939,Ligand,CTSS
940,940,Ligand,MAF
941,941,Ligand,PPP1R1B
942,942,Ligand,ZFHX3
943,943,Ligand,NEUROD1
944,944,Ligand,CDK5R1
945,945,Ligand,HUWE1
946,946,Ligand,NPM1
947,947,Ligand,VDAC2
948,948,Ligand,PPA1
949,949,Ligand,BAZ1B
950,950,Ligand,IGF1
951,951,Ligand,CTSB
952,952,Ligand,APAF1
953,953,Ligand,CYCS
954,954,Ligand,TCL1A
955,955,Ligand,AKT3
